ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"País Vasco","152.376","157.950","96,5%","59.003","280.119","27,7%","91.861","32,8%","50.065","339.977","14,7%","92.950","724.849","12,8%","11.906","140.323","8,5%","8","41.824","0,0%","458.169","1.898.123","24,1%","2021-04-18T22:00:00.000Z"
"País Vasco","152.525","157.950","96,6%","59.122","280.119","27,7%","92.377","33,0%","50.260","339.977","14,8%","93.129","724.849","12,8%","11.923","140.323","8,5%","8","41.824","0,0%","459.344","1.898.123","24,2%","2021-04-19T22:00:00.000Z"
"País Vasco","155.171","157.950","98,2%","67.924","280.119","31,9%","92.762","33,1%","50.540","339.977","14,9%","93.663","724.849","12,9%","12.005","140.323","8,6%","8","41.824","0,0%","472.073","1.898.123","24,9%","2021-04-20T22:00:00.000Z"
"País Vasco","155.267","157.950","98,3%","68.367","280.119","32,1%","92.794","33,1%","50.586","339.977","14,9%","93.802","724.849","12,9%","12.015","140.323","8,6%","8","41.824","0,0%","472.839","1.898.123","24,9%","2021-04-21T22:00:00.000Z"
"País Vasco","155.424","157.950","98,4%","68.693","280.119","32,2%","103.460","36,9%","50.812","339.977","14,9%","93.944","724.849","13,0%","12.030","140.323","8,6%","8","41.824","0,0%","484.371","1.898.123","25,5%","2021-04-22T22:00:00.000Z"
"País Vasco","156.384","157.950","99,0%","89.620","280.119","42,1%","109.271","39,0%","51.046","339.977","15,0%","94.187","724.849","13,0%","12.048","140.323","8,6%","10","41.824","0,0%","512.566","1.898.123","27,0%","2021-04-25T22:00:00.000Z"
"País Vasco","157.749","157.950","99,9%","108.472","280.119","50,9%","109.635","39,1%","51.343","339.977","15,1%","94.533","724.849","13,0%","12.102","140.323","8,6%","13","41.824","0,0%","533.847","1.898.123","28,1%","2021-04-26T22:00:00.000Z"
"País Vasco","157.749","157.950","99,9%","108.472","280.119","50,9%","109.635","39,1%","51.343","339.977","15,1%","94.533","724.849","13,0%","12.102","140.323","8,6%","13","41.824","0,0%","533.847","1.898.123","28,1%","2021-04-27T22:00:00.000Z"
"País Vasco","158.430","157.950","100,3%","131.451","280.119","61,7%","112.644","40,2%","51.728","339.977","15,2%","94.962","724.849","13,1%","12.140","140.323","8,7%","14","41.824","0,0%","561.369","1.898.123","29,6%","2021-04-28T22:00:00.000Z"
"País Vasco","158.429","157.950","100,0%","131.452","280.119","61,7%","112.644","40,2%","51.728","339.977","15,2%","94.962","724.849","13,1%","12.140","140.323","8,7%","14","41.824","0,0%","561.369","1.898.123","29,6%","2021-04-29T22:00:00.000Z"
"País Vasco","158.880","157.950","100,0%","149.817","280.119","70,3%","168.471","60,1%","52.109","339.977","15,3%","95.384","724.849","13,2%","12.204","140.323","8,7%","15","41.824","0,0%","636.880","1.898.123","33,6%","2021-05-02T22:00:00.000Z"
"País Vasco","158.960","157.950","100,0%","151.248","280.119","71,0%","186.028","66,4%","52.183","339.977","15,3%","95.461","724.849","13,2%","12.210","140.323","8,7%","15","41.824","0,0%","656.105","1.898.123","34,6%","2021-05-03T22:00:00.000Z"
"País Vasco","159.092","157.950","100,0%","158.355","280.119","74,3%","194.753","69,5%","52.356","339.977","15,4%","95.670","724.849","13,2%","12.238","140.323","8,7%","15","41.824","0,0%","672.479","1.898.123","35,4%","2021-05-04T22:00:00.000Z"
"País Vasco","159.348","157.950","100,0%","170.391","280.119","80,0%","195.452","69,8%","52.477","339.977","0","95.820","724.849","13,2%","12.259","140.323","8,7%","17","41.824","0,0%","685.764","1.898.123","36,1%","2021-05-05T22:00:00.000Z"
"País Vasco","159.561","157.950","100,0%","183.779","280.119","86,2%","198.323","70,8%","52.593","339.977","0","95.993","724.849","13,2%","12.280","140.323","8,8%","18","41.824","0,0%","702.547","1.898.123","37,0%","2021-05-06T22:00:00.000Z"
"País Vasco","159.880","157.950","100,0%","200.367","280.119","94,0%","218.965","78,2%","54.242","339.977","0","96.343","724.849","13,3%","12.348","140.323","8,8%","19","41.824","0,0%","742.164","1.898.123","39,1%","2021-05-09T22:00:00.000Z"
"País Vasco","160.061","157.950","100,0%","202.052","280.119","94,8%","228.299","81,5%","55.446","339.977","0","96.611","724.849","13,3%","12.373","140.323","8,8%","21","41.824","0,1%","754.863","1.898.123","39,8%","2021-05-10T22:00:00.000Z"
"País Vasco","160.232","157.950","100,0%","202.942","280.119","95,2%","232.790","83,1%","57.992","339.977","0","97.123","724.849","13,4%","12.468","140.323","8,9%","21","41.824","0,1%","763.568","1.898.123","40,2%","2021-05-11T22:00:00.000Z"
"País Vasco","160.413","157.950","100,0%","204.131","280.119","95,8%","240.415","85,8%","61.748","339.977","0","97.420","724.849","13,4%","12.491","140.323","8,9%","27","41.824","0,1%","776.645","1.898.123","40,9%","2021-05-12T22:00:00.000Z"
"País Vasco","160.525","157.950","100,0%","205.002","280.119","96,2%","245.638","87,7%","67.477","339.977","0","97.708","724.849","13,5%","12.514","140.323","8,9%","30","41.824","0,1%","788.894","1.898.123","41,6%","2021-05-13T22:00:00.000Z"
"País Vasco","160.784","157.950","100,0%","206.761","280.119","97,0%","253.386","90,5%","83.208","339.977","24,5%","98.307","724.849","13,6%","12.582","140.323","9,0%","31","41.824","0,1%","815.059","1.898.123","42,9%","2021-05-16T22:00:00.000Z"
"País Vasco","160.854","157.950","100,0%","207.021","280.119","97,2%","253.990","90,7%","85.853","339.977","25,3%","98.368","724.849","13,6%","12.588","140.323","9,0%","32","41.824","0,1%","818.706","1.898.123","43,1%","2021-05-17T22:00:00.000Z"
"País Vasco","160.986","157.950","100,0%","207.406","280.119","97,3%","255.661","91,3%","90.702","339.977","26,7%","98.573","724.849","13,6%","12.613","140.323","9,0%","32","41.824","0,1%","825.973","1.898.123","43,5%","2021-05-18T22:00:00.000Z"
"País Vasco","161.084","157.950","100,0%","207.713","280.119","97,5%","256.848","91,7%","98.502","339.977","29,0%","98.725","724.849","13,6%","12.634","140.323","9,0%","32","41.824","0,1%","835.538","1.898.123","44,0%","2021-05-19T22:00:00.000Z"
"País Vasco","161.178","157.950","100,0%","208.026","280.119","97,6%","258.270","92,2%","109.987","339.977","32,4%","98.930","724.849","13,6%","12.654","140.323","9,0%","33","41.824","0,1%","849.078","1.898.123","44,7%","2021-05-20T22:00:00.000Z"
"País Vasco","161.343","157.950","100,0%","208.502","280.119","97,9%","260.443","93,0%","134.339","339.977","39,5%","99.322","724.849","13,7%","12.696","140.323","9,0%","36","41.824","0,1%","876.681","1.898.123","46,2%","2021-05-23T22:00:00.000Z"
"País Vasco","161.379","157.950","100,0%","208.603","280.119","97,9%","261.051","93,2%","146.069","339.977","43,0%","99.427","724.849","13,7%","12.712","140.323","9,1%","37","41.824","0,1%","889.278","1.898.123","46,9%","2021-05-24T22:00:00.000Z"
"País Vasco","161.428","157.950","100,0%","208.746","280.119","98,0%","261.729","93,4%","156.051","339.977","45,9%","99.553","724.849","13,7%","12.731","140.323","9,1%","37","41.824","0,1%","900.275","1.898.123","47,4%","2021-05-25T22:00:00.000Z"
"País Vasco","161.486","157.950","100,0%","208.880","280.119","98,0%","262.346","93,7%","163.335","339.977","48,0%","99.391","724.849","13,7%","12.726","140.323","9,1%","38","41.824","0,1%","908.202","1.898.123","47,8%","2021-05-26T22:00:00.000Z"
"País Vasco","161.547","157.950","100,0%","209.024","280.119","98,1%","262.812","93,8%","167.586","339.977","49,3%","99.083","724.849","13,7%","12.589","140.323","9,0%","41","41.824","0,1%","912.682","1.898.123","48,1%","2021-05-27T22:00:00.000Z"
"País Vasco","161.578","157.950","100,0%","209.155","280.119","98,2%","263.285","94,0%","186.113","339.977","54,7%","95.978","724.849","13,2%","12.314","140.323","8,8%","41","41.824","0,1%","928.464","1.898.123","48,9%","2021-05-30T22:00:00.000Z"
"País Vasco","161.591","157.950","100,0%","209.177","280.119","98,2%","263.341","94,0%","186.855","339.977","55,0%","95.210","724.849","13,1%","12.151","140.323","8,7%","41","41.824","0,1%","928.366","1.898.123","48,9%","2021-05-31T22:00:00.000Z"
"País Vasco","161.627","157.950","100,0%","209.329","280.119","98,2%","263.818","94,2%","198.777","339.977","58,5%","94.879","724.849","13,1%","12.130","140.323","8,6%","42","41.824","0,1%","940.602","1.898.123","49,6%","2021-06-01T22:00:00.000Z"
"País Vasco","161.658","157.950","100,0%","209.381","280.119","98,3%","264.031","94,3%","207.611","339.977","61,1%","93.880","724.849","13,0%","12.065","140.323","8,6%","44","41.824","0,1%","948.670","1.898.123","50,0%","2021-06-02T22:00:00.000Z"
"País Vasco","161.684","100,0%","209.438","98,3%","63,8%","94,3%","216.773","45.152","12,5%","46.516","12,8%","12.002","8,6%","45","0,1%","955.818","1.898.123","50,4%",,,,,,"2021-06-03T22:00:00.000Z"
"Ceuta","1.725","2.605","66,2%","422","7.857","9,8%","464","5,9%","1.419","11.556","12,3%","3.342","30.066","11,1%","253","7.581","3,3%","0","2.175","0,0%","7.625","66.158","11,5%","2021-03-30T22:00:00.000Z"
"Ceuta","1.725","2.605","66,2%","422","7.857","9,8%","464","5,9%","1.419","11.556","12,3%","3.342","30.066","11,1%","253","7.581","3,3%","0","2.175","0,0%","7.625","66.158","11,5%","2021-03-31T22:00:00.000Z"
"Ceuta","1.725","2.605","66,2%","422","7.857","9,8%","464","5,9%","1.419","11.556","12,3%","3.342","30.066","11,1%","253","7.581","3,3%","0","2.175","0,0%","7.625","66.158","11,5%","2021-04-02T22:00:00.000Z"
"Ceuta","2.072","2.605","79,5%","1.154","7.857","26,7%","607","7,7%","1.516","11.556","13,1%","3.372","30.066","11,2%","262","7.581","3,5%","0","2.175","0,0%","8.983","66.158","13,6%","2021-04-04T22:00:00.000Z"
"Ceuta","2.073","2.605","79,6%","1.155","7.857","26,7%","1.554","19,8%","1.676","11.556","14,5%","3.447","30.066","11,5%","273","7.581","3,6%","0","2.175","0,0%","10.178","66.158","15,4%","2021-04-05T22:00:00.000Z"
"Ceuta","2.094","2.605","80,4%","1.395","7.857","32,3%","1.800","22,9%","1.700","11.556","14,7%","3.456","30.066","11,5%","274","7.581","3,6%","0","2.175","0,0%","10.719","66.158","16,2%","2021-04-06T22:00:00.000Z"
"Ceuta","2.115","2.605","81,2%","1.540","7.857","35,7%","2.254","28,7%","1.776","11.556","15,4%","3.528","30.066","11,7%","280","7.581","3,7%","0","2.175","0,0%","11.493","66.158","17,4%","2021-04-07T22:00:00.000Z"
"Ceuta","2.126","2.605","81,6%","1.850","7.857","42,8%","2.265","28,8%","1.785","11.556","15,4%","3.530","30.066","11,7%","280","7.581","3,7%","0","2.175","0,0%","11.836","66.158","17,9%","2021-04-08T22:00:00.000Z"
"Ceuta","2.145","2.605","82,3%","2.146","7.857","49,7%","2.267","28,9%","1.787","11.556","15,5%","3.532","30.066","11,7%","280","7.581","3,7%","0","2.175","0,0%","12.157","66.158","18,4%","2021-04-11T22:00:00.000Z"
"Ceuta","2.209","2.605","84,8%","2.405","7.857","55,7%","2.332","29,7%","1.797","11.556","15,6%","3.541","30.066","11,8%","282","7.581","3,7%","0","2.175","0,0%","12.566","66.158","19,0%","2021-04-12T22:00:00.000Z"
"Ceuta","2.222","2.605","85,3%","2.823","7.857","65,4%","2.363","30,1%","1.810","11.556","15,7%","3.555","30.066","11,8%","285","7.581","3,8%","0","2.175","0,0%","13.058","66.158","19,7%","2021-04-13T22:00:00.000Z"
"Ceuta","2.231","2.605","85,6%","3.069","7.857","71,1%","2.365","30,1%","1.814","11.556","15,7%","3.556","30.066","11,8%","286","7.581","3,8%","0","2.175","0,0%","13.321","66.158","20,1%","2021-04-14T22:00:00.000Z"
"Ceuta","2.244","2.605","86,1%","3.304","7.857","76,5%","2.741","34,9%","1.819","11.556","15,7%","3.562","30.066","11,8%","289","7.581","3,8%","0","2.175","0,0%","13.959","66.158","21,1%","2021-04-15T22:00:00.000Z"
"Ceuta","2.245","2.605","86,2%","3.322","7.857","76,9%","2.810","35,8%","1.824","11.556","15,8%","3.572","30.066","11,9%","297","7.581","3,9%","0","2.175","0,0%","14.070","66.158","21,3%","2021-04-18T22:00:00.000Z"
"Ceuta","2.245","2.605","86,2%","3.323","7.857","77,0%","2.810","35,8%","1.824","11.556","15,8%","3.572","30.066","11,9%","297","7.581","3,9%","0","2.175","0,0%","14.071","66.158","21,3%","2021-04-19T22:00:00.000Z"
"Ceuta","2.245","2.605","86,2%","3.323","7.857","77,0%","2.810","35,8%","1.824","11.556","15,8%","3.572","30.066","11,9%","297","7.581","3,9%","0","2.175","0,0%","14.071","66.158","21,3%","2021-04-20T22:00:00.000Z"
"Ceuta","2.245","2.605","86,2%","3.324","7.857","77,0%","2.814","35,8%","1.827","11.556","15,8%","3.576","30.066","11,9%","297","7.581","3,9%","0","2.175","0,0%","14.083","66.158","21,3%","2021-04-21T22:00:00.000Z"
"Ceuta","2.244","2.605","86,1%","3.325","7.857","77,0%","3.013","38,3%","1.831","11.556","15,8%","3.582","30.066","11,9%","297","7.581","3,9%","1","2.175","0,0%","14.293","66.158","21,6%","2021-04-22T22:00:00.000Z"
"Ceuta","2.245","2.605","86,2%","3.344","7.857","77,4%","3.518","44,8%","1.834","11.556","15,9%","3.585","30.066","11,9%","308","7.581","4,1%","5","2.175","0,2%","14.839","66.158","22,4%","2021-04-25T22:00:00.000Z"
"Ceuta","2.260","2.605","86,8%","3.379","7.857","78,3%","3.527","44,9%","1.834","11.556","15,9%","3.586","30.066","11,9%","308","7.581","4,1%","5","2.175","0,2%","14.899","66.158","22,5%","2021-04-26T22:00:00.000Z"
"Ceuta","2.259","2.605","86,7%","3.425","7.857","79,3%","3.526","44,9%","1.834","11.556","15,9%","3.587","30.066","11,9%","308","7.581","4,1%","5","2.175","0,2%","14.944","66.158","22,6%","2021-04-27T22:00:00.000Z"
"Ceuta","2.259","2.605","86,7%","3.425","7.857","79,3%","3.726","47,4%","1.833","11.556","15,9%","3.587","30.066","11,9%","309","7.581","4,1%","5","2.175","0,2%","15.144","66.158","22,9%","2021-04-28T22:00:00.000Z"
"Ceuta","2.260","2.605","86,8%","3.431","7.857","79,5%","3.744","47,7%","1.873","11.556","16,2%","3.620","30.066","12,0%","315","7.581","4,2%","6","2.175","0,3%","15.249","66.158","23,0%","2021-04-29T22:00:00.000Z"
"Ceuta","2.260","2.605","86,8%","3.462","7.857","80,2%","4.615","58,7%","1.874","11.556","16,2%","3.620","30.066","12,0%","315","7.581","4,2%","6","2.175","0,3%","16.152","66.158","24,4%","2021-05-02T22:00:00.000Z"
"Ceuta","2.271","2.605","87,2%","3.479","7.857","80,6%","5.140","65,4%","1.874","11.556","16,2%","3.621","30.066","12,0%","315","7.581","4,2%","6","2.175","0,3%","16.706","66.158","25,3%","2021-05-03T22:00:00.000Z"
"Ceuta","2.271","2.605","87,2%","3.480","7.857","80,6%","5.363","68,3%","1.891","11.556","16,4%","3.643","30.066","12,1%","315","7.581","4,2%","6","2.175","0,3%","16.969","66.158","25,6%","2021-05-04T22:00:00.000Z"
"Ceuta","2.275","2.605","87,3%","3.504","7.857","81,1%","5.485","69,8%","1.933","11.556","0","3.686","30.066","12,3%","317","7.581","4,2%","6","2.175","0,3%","17.206","66.158","26,0%","2021-05-05T22:00:00.000Z"
"Ceuta","2.283","2.605","87,6%","3.524","7.857","81,6%","5.492","69,9%","2.347","11.556","0","3.743","30.066","12,4%","318","7.581","4,2%","6","2.175","0,3%","17.713","66.158","26,8%","2021-05-06T22:00:00.000Z"
"Ceuta","2.298","2.605","88,2%","3.566","7.857","82,6%","5.525","70,3%","2.857","11.556","0","3.769","30.066","12,5%","321","7.581","4,2%","6","2.175","0,3%","18.342","66.158","27,7%","2021-05-09T22:00:00.000Z"
"Ceuta","2.299","2.605","88,3%","3.573","7.857","82,7%","5.612","71,4%","2.942","11.556","0","3.777","30.066","12,6%","321","7.581","4,2%","6","2.175","0,3%","18.530","66.158","28,0%","2021-05-10T22:00:00.000Z"
"Ceuta","2.307","2.605","88,6%","3.593","7.857","83,2%","5.691","72,4%","3.620","11.556","0","3.812","30.066","12,7%","331","7.581","4,4%","7","2.175","0,3%","19.361","66.158","29,3%","2021-05-11T22:00:00.000Z"
"Ceuta","2.307","2.605","88,6%","3.611","7.857","83,6%","5.828","74,2%","4.179","11.556","0","3.852","30.066","12,8%","342","7.581","4,5%","7","2.175","0,3%","20.126","66.158","30,4%","2021-05-12T22:00:00.000Z"
"Ceuta","2.310","2.605","88,7%","3.616","7.857","83,7%","5.845","74,4%","4.602","11.556","0","3.870","30.066","12,9%","349","7.581","4,6%","7","2.175","0,3%","20.599","66.158","31,1%","2021-05-13T22:00:00.000Z"
"Ceuta","2.315","2.605","88,9%","3.638","7.857","84,3%","5.890","75,0%","5.284","11.556","45,7%","3.885","30.066","12,9%","349","7.581","4,6%","7","2.175","0,3%","21.368","66.158","32,3%","2021-05-16T22:00:00.000Z"
"Ceuta","2.317","2.605","88,9%","3.642","7.857","84,3%","5.970","76,0%","5.788","11.556","50,1%","3.951","30.066","13,1%","360","7.581","4,7%","7","2.175","0,3%","22.035","66.158","33,3%","2021-05-17T22:00:00.000Z"
"Ceuta","2.318","2.605","89,0%","3.645","7.857","84,4%","5.980","76,1%","6.444","11.556","55,8%","4.047","30.066","13,5%","380","7.581","5,0%","7","2.175","0,3%","22.821","66.158","34,5%","2021-05-18T22:00:00.000Z"
"Ceuta","2.323","2.605","89,2%","3.667","7.857","84,9%","5.989","76,2%","7.837","11.556","67,8%","4.105","30.066","13,7%","382","7.581","5,0%","7","2.175","0,3%","24.310","66.158","36,7%","2021-05-19T22:00:00.000Z"
"Ceuta","2.325","2.605","89,3%","3.681","7.857","85,2%","6.003","76,4%","8.399","11.556","72,7%","4.566","30.066","15,2%","400","7.581","5,3%","7","2.175","0,3%","25.381","66.158","38,4%","2021-05-20T22:00:00.000Z"
"Ceuta","2.331","2.605","89,5%","3.688","7.857","85,4%","6.121","77,9%","8.467","11.556","73,3%","5.166","30.066","17,2%","424","7.581","5,6%","8","2.175","0,4%","26.205","66.158","39,6%","2021-05-23T22:00:00.000Z"
"Ceuta","2.333","2.605","89,6%","3.694","7.857","85,5%","6.240","79,4%","8.613","11.556","74,5%","5.397","30.066","18,0%","425","7.581","5,6%","8","2.175","0,4%","26.710","66.158","40,4%","2021-05-24T22:00:00.000Z"
"Ceuta","2.335","2.605","89,6%","3.706","7.857","85,8%","6.247","79,5%","8.725","11.556","75,5%","6.343","30.066","21,1%","435","7.581","5,7%","8","2.175","0,4%","27.799","66.158","42,0%","2021-05-25T22:00:00.000Z"
"Ceuta","2.337","2.605","89,7%","3.713","7.857","86,0%","6.249","79,5%","8.812","11.556","76,3%","7.116","30.066","23,7%","436","7.581","5,8%","8","2.175","0,4%","28.671","66.158","43,3%","2021-05-26T22:00:00.000Z"
"Ceuta","2.337","2.605","89,7%","3.715","7.857","86,0%","6.334","80,6%","8.860","11.556","76,7%","7.637","30.066","25,4%","440","7.581","5,8%","8","2.175","0,4%","29.331","66.158","44,3%","2021-05-27T22:00:00.000Z"
"Ceuta","2.338","2.605","89,8%","3.719","7.857","86,1%","6.347","80,8%","8.905","11.556","77,1%","7.900","30.066","26,3%","535","7.581","7,1%","8","2.175","0,4%","29.752","66.158","45,0%","2021-05-30T22:00:00.000Z"
"Ceuta","2.339","2.605","89,8%","3.719","7.857","86,1%","6.352","80,8%","8.922","11.556","77,2%","8.016","30.066","26,7%","538","7.581","7,1%","8","2.175","0,4%","29.894","66.158","45,2%","2021-05-31T22:00:00.000Z"
"Ceuta","2.339","2.605","89,8%","3.720","7.857","86,2%","6.725","85,6%","8.988","11.556","77,8%","8.356","30.066","27,8%","544","7.581","7,2%","8","2.175","0,4%","30.680","66.158","46,4%","2021-06-01T22:00:00.000Z"
"Ceuta","2.343","2.605","89,9%","3.722","7.857","86,2%","6.729","85,6%","9.022","11.556","78,1%","8.774","30.066","29,2%","546","7.581","7,2%","8","2.175","0,4%","31.144","66.158","47,1%","2021-06-02T22:00:00.000Z"
"Ceuta","2.343","89,9%","3.731","86,4%","78,1%","85,7%","9.030","6.811","53,9%","2.007","11,5%","546","7,2%","8","0,4%","31.206","66.158","47,2%",,,,,,"2021-06-03T22:00:00.000Z"
"Melilla","1.473","2.349","62,7%","1.159","7.827","30,9%","573","7,3%","1.463","11.299","12,9%","3.139","30.095","10,4%","177","8.536","2,1%","6","2.324","0,3%","7.990","66.178","12,1%","2021-03-30T22:00:00.000Z"
"Melilla","1.473","2.349","62,7%","1.159","7.827","30,9%","573","7,3%","1.463","11.299","12,9%","3.139","30.095","10,4%","177","8.536","2,1%","6","2.324","0,3%","7.990","66.178","12,1%","2021-03-31T22:00:00.000Z"
"Melilla","1.473","2.349","62,7%","1.159","7.827","30,9%","573","7,3%","1.463","11.299","12,9%","3.139","30.095","10,4%","177","8.536","2,1%","6","2.324","0,3%","7.990","66.178","12,1%","2021-04-02T22:00:00.000Z"
"Melilla","1.531","2.349","65,2%","1.575","7.827","42,0%","760","9,7%","1.496","11.299","13,2%","3.213","30.095","10,7%","190","8.536","2,2%","6","2.324","0,3%","8.771","66.178","13,3%","2021-04-04T22:00:00.000Z"
"Melilla","1.552","2.349","66,1%","1.791","7.827","47,8%","835","10,7%","1.501","11.299","13,3%","3.218","30.095","10,7%","190","8.536","2,2%","6","2.324","0,3%","9.093","66.178","13,7%","2021-04-05T22:00:00.000Z"
"Melilla","1.552","2.349","66,1%","1.791","7.827","47,8%","835","10,7%","1.501","11.299","13,3%","3.217","30.095","10,7%","190","8.536","2,2%","6","2.324","0,3%","9.092","66.178","13,7%","2021-04-06T22:00:00.000Z"
"Melilla","1.591","2.349","67,7%","2.081","7.827","55,5%","1.346","17,2%","1.518","11.299","13,4%","3.227","30.095","10,7%","191","8.536","2,2%","6","2.324","0,3%","9.960","66.178","15,1%","2021-04-07T22:00:00.000Z"
"Melilla","1.597","2.349","68,0%","2.164","7.827","57,7%","1.435","18,3%","1.521","11.299","13,5%","3.228","30.095","10,7%","192","8.536","2,2%","6","2.324","0,3%","10.143","66.178","15,3%","2021-04-08T22:00:00.000Z"
"Melilla","1.607","2.349","68,4%","2.180","7.827","58,2%","1.520","19,4%","1.524","11.299","13,5%","3.229","30.095","10,7%","193","8.536","2,3%","6","2.324","0,3%","10.259","66.178","15,5%","2021-04-11T22:00:00.000Z"
"Melilla","1.655","2.349","70,5%","2.195","7.827","58,6%","1.687","21,6%","1.527","11.299","13,5%","3.229","30.095","10,7%","193","8.536","2,3%","6","2.324","0,3%","10.492","66.178","15,9%","2021-04-12T22:00:00.000Z"
"Melilla","1.679","2.349","71,5%","2.314","7.827","61,7%","1.893","24,2%","1.531","11.299","13,5%","3.233","30.095","10,7%","193","8.536","2,3%","6","2.324","0,3%","10.849","66.178","16,4%","2021-04-13T22:00:00.000Z"
"Melilla","1.700","2.349","72,4%","2.365","7.827","63,1%","1.917","24,5%","1.544","11.299","13,7%","3.243","30.095","10,8%","193","8.536","2,3%","6","2.324","0,3%","10.968","66.178","16,6%","2021-04-14T22:00:00.000Z"
"Melilla","1.714","2.349","73,0%","2.591","7.827","69,1%","1.931","24,7%","1.546","11.299","13,7%","3.246","30.095","10,8%","194","8.536","2,3%","6","2.324","0,3%","11.228","66.178","17,0%","2021-04-15T22:00:00.000Z"
"Melilla","1.716","2.349","73,1%","2.594","7.827","69,2%","2.611","33,4%","1.550","11.299","13,7%","3.250","30.095","10,8%","194","8.536","2,3%","6","2.324","0,3%","11.921","66.178","18,0%","2021-04-18T22:00:00.000Z"
"Melilla","1.717","2.349","73,1%","2.596","7.827","69,3%","2.913","37,2%","1.551","11.299","13,7%","3.253","30.095","10,8%","194","8.536","2,3%","6","2.324","0,3%","12.230","66.178","18,5%","2021-04-19T22:00:00.000Z"
"Melilla","1.743","2.349","74,2%","2.613","7.827","69,7%","3.299","42,1%","1.556","11.299","13,8%","3.261","30.095","10,8%","195","8.536","2,3%","6","2.324","0,3%","12.673","66.178","19,1%","2021-04-20T22:00:00.000Z"
"Melilla","1.753","2.349","74,6%","2.660","7.827","71,0%","3.445","44,0%","1.560","11.299","13,8%","3.275","30.095","10,9%","196","8.536","2,3%","6","2.324","0,3%","12.895","66.178","19,5%","2021-04-21T22:00:00.000Z"
"Melilla","1.786","2.349","76,0%","2.796","7.827","74,6%","3.761","48,1%","1.604","11.299","14,2%","3.333","30.095","11,1%","200","8.536","2,3%","6","2.324","0,3%","13.486","66.178","20,4%","2021-04-22T22:00:00.000Z"
"Melilla","1.795","2.349","76,4%","2.800","7.827","74,7%","4.179","53,4%","1.614","11.299","14,3%","3.348","30.095","11,1%","208","8.536","2,4%","6","2.324","0,3%","13.950","66.178","21,1%","2021-04-25T22:00:00.000Z"
"Melilla","1.804","2.349","76,8%","2.829","7.827","75,5%","4.483","57,3%","1.619","11.299","14,3%","3.354","30.095","11,1%","210","8.536","2,5%","6","2.324","0,3%","14.305","66.178","21,6%","2021-04-26T22:00:00.000Z"
"Melilla","1.804","2.349","76,8%","2.833","7.827","75,6%","4.604","58,8%","1.623","11.299","14,4%","3.354","30.095","11,1%","210","8.536","2,5%","6","2.324","0,3%","14.434","66.178","21,8%","2021-04-27T22:00:00.000Z"
"Melilla","1.814","2.349","77,2%","2.843","7.827","75,9%","4.675","59,7%","1.630","11.299","14,4%","3.364","30.095","11,2%","211","8.536","2,5%","6","2.324","0,3%","14.543","66.178","22,0%","2021-04-28T22:00:00.000Z"
"Melilla","1.820","2.349","77,5%","2.858","7.827","76,3%","4.798","61,3%","1.638","11.299","14,5%","3.369","30.095","11,2%","212","8.536","2,5%","6","2.324","0,3%","14.701","66.178","22,2%","2021-04-29T22:00:00.000Z"
"Melilla","1.826","2.349","77,7%","2.876","7.827","76,7%","4.899","62,6%","1.643","11.299","14,5%","3.391","30.095","11,3%","212","8.536","2,5%","6","2.324","0,3%","14.853","66.178","22,4%","2021-05-02T22:00:00.000Z"
"Melilla","1.827","2.349","77,8%","2.882","7.827","76,9%","4.997","63,8%","1.645","11.299","14,6%","3.395","30.095","11,3%","212","8.536","2,5%","6","2.324","0,3%","14.964","66.178","22,6%","2021-05-03T22:00:00.000Z"
"Melilla","1.827","2.349","77,8%","2.890","7.827","77,1%","5.023","64,2%","1.647","11.299","14,6%","3.398","30.095","11,3%","212","8.536","2,5%","6","2.324","0,3%","15.003","66.178","22,7%","2021-05-04T22:00:00.000Z"
"Melilla","1.827","2.349","77,8%","2.894","7.827","77,2%","5.056","64,6%","1.799","11.299","0","3.414","30.095","11,3%","213","8.536","2,5%","6","2.324","0,3%","15.209","66.178","23,0%","2021-05-05T22:00:00.000Z"
"Melilla","1.835","2.349","78,1%","2.896","7.827","77,3%","5.083","64,9%","2.006","11.299","0","3.419","30.095","11,4%","213","8.536","2,5%","6","2.324","0,3%","15.458","66.178","23,4%","2021-05-06T22:00:00.000Z"
"Melilla","1.835","2.349","78,1%","2.896","7.827","77,3%","5.083","64,9%","2.006","11.299","0","3.419","30.095","11,4%","213","8.536","2,5%","6","2.324","0,3%","15.458","66.178","23,4%","2021-05-09T22:00:00.000Z"
"Melilla","1.835","2.349","78,1%","2.896","7.827","77,3%","5.083","64,9%","2.006","11.299","0","3.419","30.095","11,4%","213","8.536","2,5%","6","2.324","0,3%","15.458","66.178","23,4%","2021-05-10T22:00:00.000Z"
"Melilla","1.851","2.349","78,8%","2.969","7.827","79,2%","5.405","69,1%","3.077","11.299","0","3.730","30.095","12,4%","234","8.536","2,7%","6","2.324","0,3%","17.272","66.178","26,1%","2021-05-11T22:00:00.000Z"
