ccaa,dose1_80,pop_80,perc_80,dose1_70,pop_70,perc_70,dose1_60,perc_60,dose1_50,pop_50,perc_50,dose1_25,pop_25,perc_25,dose1_18,pop_18,perc_18,dose1_16,pop_16,perc_16,dose1_total,pop_total,perc_total,fecha
"Galicia","239.770","234.302","100,0%","285.252","346.927","98,4%","323.567","93,3%","238.752","405.889","58,8%","104.405","889.004","11,7%","6.464","152.745","4,2%","44","44.014","0,1%","1.198.254","2.362.643","50,7%","2021-05-27T22:00:00.000Z"
"Galicia","239.781","234.302","100,0%","285.283","346.927","98,5%","323.623","93,3%","247.447","405.889","61,0%","104.562","889.004","11,8%","6.464","152.745","4,2%","44","44.014","0,1%","1.207.204","2.362.643","51,1%","2021-05-30T22:00:00.000Z"
"Galicia","239.804","234.302","100,0%","285.331","346.927","98,5%","323.745","93,3%","264.405","405.889","65,1%","104.769","889.004","11,8%","6.488","152.745","4,2%","44","44.014","0,1%","1.224.586","2.362.643","51,8%","2021-05-31T22:00:00.000Z"
"Galicia","239.821","234.302","100,0%","285.376","346.927","98,5%","323.942","93,4%","265.172","405.889","65,3%","105.061","889.004","11,8%","6.555","152.745","4,3%","44","44.014","0,1%","1.225.971","2.362.643","51,9%","2021-06-01T22:00:00.000Z"
"Galicia","239.895","234.302","100,0%","285.960","346.927","98,7%","324.143","93,4%","294.186","405.889","72,5%","105.158","889.004","11,8%","6.560","152.745","4,3%","44","44.014","0,1%","1.255.946","2.362.643","53,2%","2021-06-02T22:00:00.000Z"
"Galicia","239.915","100,0%","285.998","98,7%","72,5%","93,6%","294.345","57.080","12,9%","48.169","10,8%","6.570","4,3%","45","0,1%","1.256.755","2.362.643","53,2%",,,,,,"2021-06-03T22:00:00.000Z"
"La Rioja","15.738","22.207","70,9%","736","37.718","2,6%","5.946","15,8%","6.330","47.664","13,3%","12.463","107.618","11,6%","1.230","21.170","5,8%","7","6.286","0,1%","42.450","270.788","15,7%","2021-03-30T22:00:00.000Z"
"La Rioja","16.134","22.207","72,7%","738","37.718","2,6%","6.613","17,5%","6.482","47.664","13,6%","12.688","107.618","11,8%","1.244","21.170","5,9%","7","6.286","0,1%","43.906","270.788","16,2%","2021-03-31T22:00:00.000Z"
"La Rioja","16.149","22.207","72,7%","738","37.718","2,6%","6.614","17,5%","6.485","47.664","13,6%","12.689","107.618","11,8%","1.244","21.170","5,9%","8","6.286","0,1%","43.927","270.788","16,2%","2021-04-02T22:00:00.000Z"
"La Rioja","16.149","22.207","72,7%","738","37.718","2,6%","6.614","17,5%","6.485","47.664","13,6%","12.689","107.618","11,8%","1.244","21.170","5,9%","8","6.286","0,1%","43.927","270.788","16,2%","2021-04-04T22:00:00.000Z"
"La Rioja","16.151","22.207","72,7%","738","37.718","2,6%","7.729","20,5%","6.518","47.664","13,7%","12.754","107.618","11,9%","1.252","21.170","5,9%","8","6.286","0,1%","45.150","270.788","16,7%","2021-04-05T22:00:00.000Z"
"La Rioja","17.338","22.207","78,1%","741","37.718","2,6%","8.871","23,5%","6.517","47.664","13,7%","12.788","107.618","11,9%","1.262","21.170","6,0%","8","6.286","0,1%","47.525","270.788","17,6%","2021-04-06T22:00:00.000Z"
"La Rioja","17.338","22.207","78,1%","741","37.718","2,6%","10.215","27,1%","6.530","47.664","13,7%","12.801","107.618","11,9%","1.262","21.170","6,0%","8","6.286","0,1%","48.895","270.788","18,1%","2021-04-07T22:00:00.000Z"
"La Rioja","21.395","22.207","96,3%","762","37.718","2,7%","11.445","30,3%","6.533","47.664","13,7%","12.815","107.618","11,9%","1.264","21.170","6,0%","9","6.286","0,1%","54.223","270.788","20,0%","2021-04-08T22:00:00.000Z"
"La Rioja","21.989","22.207","99,0%","1.499","37.718","5,3%","13.092","34,7%","6.536","47.664","13,7%","12.827","107.618","11,9%","1.264","21.170","6,0%","9","6.286","0,1%","57.216","270.788","21,1%","2021-04-11T22:00:00.000Z"
"La Rioja","22.092","22.207","99,5%","3.286","37.718","11,7%","13.327","35,3%","6.603","47.664","13,9%","12.897","107.618","12,0%","1.267","21.170","6,0%","9","6.286","0,1%","59.481","270.788","22,0%","2021-04-12T22:00:00.000Z"
"La Rioja","22.153","22.207","99,8%","5.135","37.718","18,3%","13.565","36,0%","6.633","47.664","13,9%","12.930","107.618","12,0%","1.268","21.170","6,0%","9","6.286","0,1%","61.693","270.788","22,8%","2021-04-13T22:00:00.000Z"
"La Rioja","22.202","22.207","100,0%","6.266","37.718","22,3%","14.170","37,6%","6.686","47.664","14,0%","13.003","107.618","12,1%","1.277","21.170","6,0%","9","6.286","0,1%","63.613","270.788","23,5%","2021-04-14T22:00:00.000Z"
"La Rioja","22.317","22.207","100,5%","8.268","37.718","29,4%","14.862","39,4%","6.717","47.664","14,1%","13.037","107.618","12,1%","1.282","21.170","6,1%","9","6.286","0,1%","66.492","270.788","24,6%","2021-04-15T22:00:00.000Z"
"La Rioja","22.391","22.207","100,8%","11.219","37.718","39,9%","15.431","40,9%","6.754","47.664","14,2%","13.065","107.618","12,1%","1.284","21.170","6,1%","9","6.286","0,1%","70.153","270.788","25,9%","2021-04-18T22:00:00.000Z"
"La Rioja","22.471","22.207","101,2%","12.053","37.718","42,9%","15.635","41,5%","6.790","47.664","14,2%","13.099","107.618","12,2%","1.286","21.170","6,1%","9","6.286","0,1%","71.343","270.788","26,3%","2021-04-19T22:00:00.000Z"
"La Rioja","22.521","22.207","101,4%","14.629","37.718","52,0%","16.084","42,6%","6.811","47.664","14,3%","13.123","107.618","12,2%","1.291","21.170","6,1%","9","6.286","0,1%","74.468","270.788","27,5%","2021-04-20T22:00:00.000Z"
"La Rioja","22.572","22.207","101,6%","16.659","37.718","59,2%","16.604","44,0%","6.816","47.664","14,3%","13.133","107.618","12,2%","1.295","21.170","6,1%","9","6.286","0,1%","77.088","270.788","28,5%","2021-04-21T22:00:00.000Z"
"La Rioja","22.654","22.207","102,0%","19.128","37.718","68,0%","17.258","45,8%","6.829","47.664","14,3%","13.145","107.618","12,2%","1.302","21.170","6,2%","9","6.286","0,1%","80.325","270.788","29,7%","2021-04-22T22:00:00.000Z"
"La Rioja","22.737","22.207","102,4%","21.498","37.718","76,4%","17.784","47,1%","6.854","47.664","14,4%","13.170","107.618","12,2%","1.306","21.170","6,2%","9","6.286","0,1%","83.358","270.788","30,8%","2021-04-25T22:00:00.000Z"
"La Rioja","22.777","22.207","102,6%","23.738","37.718","84,4%","17.911","47,5%","6.881","47.664","14,4%","13.208","107.618","12,3%","1.307","21.170","6,2%","9","6.286","0,1%","85.831","270.788","31,7%","2021-04-26T22:00:00.000Z"
"La Rioja","22.781","22.207","102,6%","25.147","37.718","89,4%","18.387","48,7%","6.947","47.664","14,6%","13.320","107.618","12,4%","1.329","21.170","6,3%","9","6.286","0,1%","87.920","270.788","32,5%","2021-04-27T22:00:00.000Z"
"La Rioja","22.849","22.207","102,9%","26.026","37.718","92,5%","19.288","51,1%","6.950","47.664","14,6%","13.328","107.618","12,4%","1.329","21.170","6,3%","9","6.286","0,1%","89.779","270.788","33,2%","2021-04-28T22:00:00.000Z"
"La Rioja","22.915","22.207","100,0%","26.241","37.718","93,3%","19.655","52,1%","6.956","47.664","14,6%","13.343","107.618","12,4%","1.332","21.170","6,3%","9","6.286","0,1%","90.451","270.788","33,4%","2021-04-29T22:00:00.000Z"
"La Rioja","22.944","22.207","100,0%","27.624","37.718","98,2%","21.753","57,7%","6.967","47.664","14,6%","13.349","107.618","12,4%","1.333","21.170","6,3%","9","6.286","0,1%","93.979","270.788","34,7%","2021-05-02T22:00:00.000Z"
"La Rioja","22.979","22.207","100,0%","27.665","37.718","98,4%","24.082","63,8%","6.972","47.664","14,6%","13.351","107.618","12,4%","1.334","21.170","6,3%","9","6.286","0,1%","96.392","270.788","35,6%","2021-05-03T22:00:00.000Z"
"La Rioja","23.009","22.207","100,0%","27.726","37.718","98,6%","26.594","70,5%","6.974","47.664","14,6%","13.361","107.618","12,4%","1.338","21.170","6,3%","9","6.286","0,1%","99.011","270.788","36,6%","2021-05-04T22:00:00.000Z"
"La Rioja","23.054","22.207","100,0%","27.802","37.718","98,9%","29.612","78,5%","6.984","47.664","0","13.379","107.618","12,4%","1.341","21.170","6,3%","10","6.286","0,2%","102.182","270.788","37,7%","2021-05-05T22:00:00.000Z"
"La Rioja","23.071","22.207","100,0%","27.863","37.718","99,1%","30.907","81,9%","6.991","47.664","0","13.393","107.618","12,4%","1.342","21.170","6,3%","10","6.286","0,2%","103.577","270.788","38,3%","2021-05-06T22:00:00.000Z"
"La Rioja","23.102","22.207","100,0%","27.938","37.718","99,3%","32.446","86,0%","7.140","47.664","0","13.562","107.618","12,6%","1.343","21.170","6,3%","10","6.286","0,2%","105.541","270.788","39,0%","2021-05-09T22:00:00.000Z"
"La Rioja","23.123","22.207","100,0%","27.990","37.718","99,5%","33.255","88,2%","7.141","47.664","0","13.692","107.618","12,7%","1.360","21.170","6,4%","10","6.286","0,2%","106.571","270.788","39,4%","2021-05-10T22:00:00.000Z"
"La Rioja","23.132","22.207","100,0%","28.031","37.718","99,7%","33.978","90,1%","7.236","47.664","0","13.829","107.618","12,9%","1.419","21.170","6,7%","10","6.286","0,2%","107.635","270.788","39,7%","2021-05-11T22:00:00.000Z"
"La Rioja","23.147","22.207","100,0%","28.073","37.718","99,8%","34.651","91,9%","7.350","47.664","0","14.035","107.618","13,0%","1.436","21.170","6,8%","10","6.286","0,2%","108.702","270.788","40,1%","2021-05-12T22:00:00.000Z"
"La Rioja","23.147","22.207","100,0%","28.089","37.718","99,9%","34.671","91,9%","8.239","47.664","0","14.041","107.618","13,0%","1.437","21.170","6,8%","10","6.286","0,2%","109.634","270.788","40,5%","2021-05-13T22:00:00.000Z"
"La Rioja","23.161","22.207","100,0%","28.114","37.718","100,0%","34.694","92,0%","8.255","47.664","17,3%","14.066","107.618","13,1%","1.439","21.170","6,8%","10","6.286","0,2%","109.739","270.788","40,5%","2021-05-16T22:00:00.000Z"
"La Rioja","23.163","22.207","100,0%","28.126","37.718","100,0%","34.721","92,1%","9.315","47.664","19,5%","14.122","107.618","13,1%","1.445","21.170","6,8%","10","6.286","0,2%","110.902","270.788","41,0%","2021-05-17T22:00:00.000Z"
"La Rioja","23.170","22.207","100,0%","28.147","37.718","100,0%","34.758","92,2%","10.415","47.664","21,9%","14.221","107.618","13,2%","1.451","21.170","6,9%","10","6.286","0,2%","112.172","270.788","41,4%","2021-05-18T22:00:00.000Z"
"La Rioja","23.170","22.207","100,0%","28.147","37.718","100,0%","34.942","92,6%","10.427","47.664","21,9%","14.222","107.618","13,2%","1.451","21.170","6,9%","10","6.286","0,2%","112.369","270.788","41,5%","2021-05-19T22:00:00.000Z"
"La Rioja","23.191","22.207","100,0%","28.218","37.718","100,0%","35.135","93,2%","12.950","47.664","27,2%","14.276","107.618","13,3%","1.455","21.170","6,9%","10","6.286","0,2%","115.235","270.788","42,6%","2021-05-20T22:00:00.000Z"
"La Rioja","23.200","22.207","100,0%","28.226","37.718","100,0%","35.140","93,2%","12.955","47.664","27,2%","14.277","107.618","13,3%","1.455","21.170","6,9%","10","6.286","0,2%","115.263","270.788","42,6%","2021-05-23T22:00:00.000Z"
"La Rioja","23.205","22.207","100,0%","28.230","37.718","100,0%","35.154","93,2%","14.122","47.664","29,6%","14.318","107.618","13,3%","1.456","21.170","6,9%","10","6.286","0,2%","116.495","270.788","43,0%","2021-05-24T22:00:00.000Z"
"La Rioja","23.213","22.207","100,0%","28.250","37.718","100,0%","35.173","93,3%","15.498","47.664","32,5%","14.353","107.618","13,3%","1.457","21.170","6,9%","10","6.286","0,2%","117.954","270.788","43,6%","2021-05-25T22:00:00.000Z"
"La Rioja","23.220","22.207","100,0%","28.275","37.718","100,0%","35.206","93,3%","17.122","47.664","35,9%","14.563","107.618","13,5%","1.469","21.170","6,9%","10","6.286","0,2%","119.865","270.788","44,3%","2021-05-26T22:00:00.000Z"
"La Rioja","23.225","22.207","100,0%","28.288","37.718","100,0%","35.448","94,0%","19.350","47.664","40,6%","14.569","107.618","13,5%","1.470","21.170","6,9%","10","6.286","0,2%","122.360","270.788","45,2%","2021-05-27T22:00:00.000Z"
"La Rioja","23.231","22.207","100,0%","28.309","37.718","100,0%","35.513","94,2%","20.828","47.664","43,7%","14.667","107.618","13,6%","1.485","21.170","7,0%","10","6.286","0,2%","124.043","270.788","45,8%","2021-05-30T22:00:00.000Z"
"La Rioja","23.235","22.207","100,0%","28.323","37.718","100,0%","35.548","94,2%","23.692","47.664","49,7%","14.786","107.618","13,7%","1.494","21.170","7,1%","10","6.286","0,2%","127.088","270.788","46,9%","2021-05-31T22:00:00.000Z"
"La Rioja","23.241","22.207","100,0%","28.330","37.718","100,0%","35.566","94,3%","26.714","47.664","56,0%","14.840","107.618","13,8%","1.498","21.170","7,1%","10","6.286","0,2%","130.199","270.788","48,1%","2021-06-01T22:00:00.000Z"
"La Rioja","23.253","22.207","100,0%","28.377","37.718","100,0%","35.603","94,4%","28.828","47.664","60,5%","14.952","107.618","13,9%","1.506","21.170","7,1%","10","6.286","0,2%","132.529","270.788","48,9%","2021-06-02T22:00:00.000Z"
"La Rioja","23.253","100,0%","28.381","100,0%","64,0%","94,4%","30.513","7.579","14,3%","7.382","13,5%","1.506","7,1%","10","0,2%","134.233","270.788","49,6%",,,,,,"2021-06-03T22:00:00.000Z"
"Madrid","249.380","364.122","68,5%","14.300","703.323","2,7%","48.756","6,9%","101.657","972.783","10,5%","263.210","2.513.737","10,5%","21.000","479.716","4,4%","79","135.861","0,1%","698.382","5.695.623","12,3%","2021-03-30T22:00:00.000Z"
"Madrid","250.520","364.122","68,8%","14.434","703.323","2,7%","64.122","9,1%","102.022","972.783","10,5%","263.816","2.513.737","10,5%","21.087","479.716","4,4%","82","135.861","0,1%","716.083","5.695.623","12,6%","2021-03-31T22:00:00.000Z"
"Madrid","250.534","364.122","68,8%","14.469","703.323","2,8%","95.967","13,6%","102.081","972.783","10,5%","264.030","2.513.737","10,5%","21.396","479.716","4,5%","82","135.861","0,1%","748.559","5.695.623","13,1%","2021-04-02T22:00:00.000Z"
"Madrid","250.721","364.122","68,9%","31.438","703.323","6,0%","97.223","13,8%","102.100","972.783","10,5%","264.040","2.513.737","10,5%","21.396","479.716","4,5%","83","135.861","0,1%","767.001","5.695.623","13,5%","2021-04-04T22:00:00.000Z"
"Madrid","255.381","364.122","70,1%","31.881","703.323","6,1%","124.129","17,6%","102.874","972.783","10,6%","265.200","2.513.737","10,6%","21.536","479.716","4,5%","89","135.861","0,1%","801.090","5.695.623","14,1%","2021-04-05T22:00:00.000Z"
"Madrid","266.426","364.122","73,2%","33.328","703.323","6,3%","140.723","20,0%","103.529","972.783","10,6%","265.846","2.513.737","10,6%","21.742","479.716","4,5%","93","135.861","0,1%","831.687","5.695.623","14,6%","2021-04-06T22:00:00.000Z"
"Madrid","281.081","364.122","77,2%","35.846","703.323","6,8%","157.438","22,4%","104.660","972.783","10,8%","267.211","2.513.737","10,6%","22.098","479.716","4,6%","102","135.861","0,1%","868.436","5.695.623","15,2%","2021-04-07T22:00:00.000Z"
"Madrid","297.605","364.122","81,7%","39.936","703.323","7,6%","169.211","24,1%","104.833","972.783","10,8%","267.659","2.513.737","10,6%","22.138","479.716","4,6%","116","135.861","0,1%","901.498","5.695.623","15,8%","2021-04-08T22:00:00.000Z"
"Madrid","316.942","364.122","87,0%","58.838","703.323","11,2%","216.415","30,8%","105.125","972.783","10,8%","268.289","2.513.737","10,7%","22.210","479.716","4,6%","131","135.861","0,1%","987.950","5.695.623","17,3%","2021-04-11T22:00:00.000Z"
"Madrid","330.980","364.122","90,9%","74.749","703.323","14,2%","231.666","32,9%","105.345","972.783","10,8%","268.551","2.513.737","10,7%","22.257","479.716","4,6%","138","135.861","0,1%","1.033.686","5.695.623","18,1%","2021-04-12T22:00:00.000Z"
"Madrid","340.538","364.122","93,5%","95.882","703.323","18,2%","244.894","34,8%","105.628","972.783","10,9%","268.929","2.513.737","10,7%","22.299","479.716","4,6%","143","135.861","0,1%","1.078.313","5.695.623","18,9%","2021-04-13T22:00:00.000Z"
"Madrid","346.191","364.122","95,1%","120.070","703.323","22,8%","258.760","36,8%","106.213","972.783","10,9%","269.687","2.513.737","10,7%","22.409","479.716","4,7%","150","135.861","0,1%","1.123.480","5.695.623","19,7%","2021-04-14T22:00:00.000Z"
"Madrid","350.406","364.122","96,2%","146.294","703.323","27,8%","273.144","38,8%","106.938","972.783","11,0%","270.620","2.513.737","10,8%","22.562","479.716","4,7%","154","135.861","0,1%","1.170.118","5.695.623","20,5%","2021-04-15T22:00:00.000Z"
"Madrid","353.659","364.122","97,1%","184.699","703.323","35,1%","285.808","40,6%","107.986","972.783","11,1%","271.567","2.513.737","10,8%","22.698","479.716","4,7%","169","135.861","0,1%","1.226.586","5.695.623","21,5%","2021-04-18T22:00:00.000Z"
"Madrid","355.374","364.122","97,6%","211.688","703.323","40,2%","290.507","41,3%","108.773","972.783","11,2%","272.384","2.513.737","10,8%","22.765","479.716","4,7%","176","135.861","0,1%","1.261.667","5.695.623","22,2%","2021-04-19T22:00:00.000Z"
"Madrid","356.699","364.122","98,0%","236.814","703.323","45,0%","298.887","42,5%","109.836","972.783","11,3%","273.466","2.513.737","10,9%","22.856","479.716","4,8%","182","135.861","0,1%","1.298.740","5.695.623","22,8%","2021-04-20T22:00:00.000Z"
"Madrid","357.896","364.122","98,3%","265.093","703.323","50,4%","310.136","44,1%","110.865","972.783","11,4%","274.700","2.513.737","10,9%","22.988","479.716","4,8%","186","135.861","0,1%","1.341.864","5.695.623","23,6%","2021-04-21T22:00:00.000Z"
"Madrid","358.871","364.122","98,6%","292.185","703.323","55,5%","319.612","45,4%","111.982","972.783","11,5%","275.783","2.513.737","11,0%","23.103","479.716","4,8%","206","135.861","0,2%","1.381.742","5.695.623","24,3%","2021-04-22T22:00:00.000Z"
"Madrid","359.953","364.122","98,9%","326.678","703.323","62,1%","346.216","49,2%","113.410","972.783","11,7%","277.516","2.513.737","11,0%","23.298","479.716","4,9%","215","135.861","0,2%","1.447.286","5.695.623","25,4%","2021-04-25T22:00:00.000Z"
"Madrid","360.680","364.122","99,1%","346.011","703.323","65,8%","353.445","50,3%","114.241","972.783","11,7%","278.426","2.513.737","11,1%","23.368","479.716","4,9%","225","135.861","0,2%","1.476.396","5.695.623","25,9%","2021-04-26T22:00:00.000Z"
"Madrid","361.379","364.122","99,2%","371.257","703.323","70,6%","359.621","51,1%","115.118","972.783","11,8%","279.586","2.513.737","11,1%","23.531","479.716","4,9%","238","135.861","0,2%","1.510.730","5.695.623","26,5%","2021-04-27T22:00:00.000Z"
"Madrid","361.876","364.122","99,4%","392.124","703.323","74,5%","365.214","51,9%","115.638","972.783","11,9%","280.134","2.513.737","11,1%","23.673","479.716","4,9%","245","135.861","0,2%","1.538.904","5.695.623","27,0%","2021-04-28T22:00:00.000Z"
"Madrid","361.934","364.122","99,4%","392.724","703.323","74,7%","365.460","52,0%","115.669","972.783","11,9%","280.184","2.513.737","11,1%","23.687","479.716","4,9%","248","135.861","0,2%","1.539.906","5.695.623","27,0%","2021-04-29T22:00:00.000Z"
"Madrid","362.890","364.122","99,7%","450.271","703.323","85,6%","431.921","61,4%","116.773","972.783","12,0%","281.588","2.513.737","11,2%","23.941","479.716","5,0%","255","135.861","0,2%","1.667.639","5.695.623","29,3%","2021-05-02T22:00:00.000Z"
